id,Client Name,Position,Status,Vertical,Sub Vertical,Functional Expertise,Physical Address,Type,Min High Pressure Phone Sales Experience  (Months),Min Experience in selling In specified vertical (Months),FFM,License,Health Sherpa,TLD Experience,States,Required states,Avg  Age of current employees (years),Office Hours,Weekly Base,Draw,Commission,Avg Weekly Income,Revenue,Job URL,Hot,Hire Rate,4 week attrition rate,Zip,City,Description,Info,LatLon,Latitude,Longitude
37,Lilyka Health Insurance Agency,Licensed ACA Health Insurance Agent,open,health,aca_limited,sales,"1001 NW 62nd St #410, Fort Lauderdale, FL 33309, USA",in_person,24,12,True,True,False,False,1.0,,35,"Full-Time, 10 AM to 7 PM EST",,,,1500,$200.00 ,https://worxwebsolutions.vincere-digital.io/job/licensed-health-insurance-agent-35614,0,1,1,,Fort Lauderdale,"Licensed ACA Health Insurance Agent at Lilyka Health Insurance Agency, located at 1001 NW 62nd St #410, Fort Lauderdale, FL 33309, USA (). Status: open. Vertical: health, Sub Vertical: aca_limited. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 24 months, Min Experience in selling in specified vertical: 12 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 1.0, Required states: nan, Avg Age of current employees: 35 years, Office Hours: Full-Time, 10 AM to 7 PM EST. Weekly Base: nan, Draw: nan, Commission: nan, Avg Weekly Income: 1500, Revenue: $200.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/licensed-health-insurance-agent-35614, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Lilyka Health Insurance Agency would likely have experience in health and aca_limited verticals, with at least 24 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Full-Time, 10 AM to 7 PM EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 1.0.","(26.203308, -80.158011)",26.203308,-80.158011
38,Proactive Health,Licensed ACA Health Insurance Agent,on_hold,health,aca,sales,"2200 N Federal Hwy #202, Boca Raton, FL 33431, USA",in_person,3,3,True,True,False,False,,,27,Full-time availability required,,, $25 per deal with a $40 bonus only if your CPA is below $60.,2200,$200.00 ,,0,1,1,,Boca Raton,"Licensed ACA Health Insurance Agent at Proactive Health, located at 2200 N Federal Hwy #202, Boca Raton, FL 33431, USA (). Status: on_hold. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 3 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 27 years, Office Hours: Full-time availability required. Weekly Base: nan, Draw: nan, Commission: $25 per deal with a $40 bonus only if your CPA is below $60., Avg Weekly Income: 2200, Revenue: $200.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Proactive Health would likely have experience in health and aca verticals, with at least 3 months of high pressure phone sales experience and 3 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Full-time availability required. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.374145, -80.076388)",26.374145,-80.076388
39,Voca LLC,Experienced Healthcare Recruiter,open,recruiting,healthcare_recruiting,sales,"9999 Carver Rd #145, Cincinnati, OH 45242, USA",in_person,24,12,False,False,False,False,,,42,"8 AM - 5 PM, Monday through Friday  EST",,,"Earn weekly commissions based on invoiced Gross Profit (GP$), with rates ranging from 2% to 20% depending on the invoiced amount. Additional tiered commissions available under Plan B when specific billing targets are met.",1800,$100.00 ,https://worxwebsolutions.vincere-digital.io/job/experienced-healthcare-recruiter-35423,0,1,1,,Cincinnati,"Experienced Healthcare Recruiter at Voca LLC, located at 9999 Carver Rd #145, Cincinnati, OH 45242, USA (). Status: open. Vertical: recruiting, Sub Vertical: healthcare_recruiting. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 24 months, Min Experience in selling in specified vertical: 12 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 42 years, Office Hours: 8 AM - 5 PM, Monday through Friday EST. Weekly Base: nan, Draw: nan, Commission: Earn weekly commissions based on invoiced Gross Profit (GP$), with rates ranging from 2% to 20% depending on the invoiced amount. Additional tiered commissions available under Plan B when specific billing targets are met., Avg Weekly Income: 1800, Revenue: $100.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/experienced-healthcare-recruiter-35423, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Experienced Healthcare Recruiter at Voca LLC would likely have experience in recruiting and healthcare_recruiting verticals, with at least 24 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 8 AM - 5 PM, Monday through Friday  EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(39.242368, -84.388462)",39.242368,-84.388462
40,Senior Protect Solutions INC,Remote Licensed Medicare Agent,open,health,medicare,sales,,remote,3,12,True,True,False,False,20.0,,45,"Flexible, Prime hours are 7 AM - 3 PM PT",,,,1800,$125.00 ,https://worxwebsolutions.vincere-digital.io/job/remote-licensed-medicare-agent-35616,0,1,1,,,"Remote Licensed Medicare Agent at Senior Protect Solutions INC, located at nan (). Status: open. Vertical: health, Sub Vertical: medicare. Functional Expertise: sales. Type: remote. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 12 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 20.0, Required states: nan, Avg Age of current employees: 45 years, Office Hours: Flexible, Prime hours are 7 AM - 3 PM PT. Weekly Base: nan, Draw: nan, Commission: nan, Avg Weekly Income: 1800, Revenue: $125.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/remote-licensed-medicare-agent-35616, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Remote Licensed Medicare Agent at Senior Protect Solutions INC would likely have experience in health and medicare verticals, with at least 3 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in remote setting with office hours from Flexible, Prime hours are 7 AM - 3 PM PT. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 20.0.","(None, None)",,
41,Top Tier Moving,Experienced Moving Broker Sales Representative,on_hold,moving,long_distnace_moving_brokerage,sales,"1712 S Dixie Hwy #2nd, Lake Worth Beach, FL 33460, USA",in_person,6,6,False,False,False,False,,,29, 10 AM - 6 PM EST,,,20-30%.,1800,$150.00 ,https://worxwebsolutions.vincere-digital.io/job/experienced-moving-brokerage-sales-representative-35966,0,1,1,,Lake Worth Beach,"Experienced Moving Broker Sales Representative at Top Tier Moving, located at 1712 S Dixie Hwy #2nd, Lake Worth Beach, FL 33460, USA (). Status: on_hold. Vertical: moving, Sub Vertical: long_distnace_moving_brokerage. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 6 months, Min Experience in selling in specified vertical: 6 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 29 years, Office Hours: 10 AM - 6 PM EST. Weekly Base: nan, Draw: nan, Commission: 20-30%., Avg Weekly Income: 1800, Revenue: $150.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/experienced-moving-brokerage-sales-representative-35966, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Experienced Moving Broker Sales Representative at Top Tier Moving would likely have experience in moving and long_distnace_moving_brokerage verticals, with at least 6 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from  10 AM - 6 PM EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.613462, -80.057435)",26.613462,-80.057435
42,Coverall Health Group,Licensed ACA Health Insurance Agent,open,health,aca_limited,sales,261 n university drive suite 710 plantation Fl,in_person,3,6,True,True,False,False,10.0,,38,"9 AM to 6 PM or 10 AM to 7 PM EST,",,,"$15 per hour base pay as a 1099 Independent Contractor, $10 to $25 per deal",1800,$150.00 ,https://worxwebsolutions.vincere-digital.io/job/bilingual-licensed-aca-health-insurance-agent-35607,0,1,1,,,"Licensed ACA Health Insurance Agent at Coverall Health Group, located at 261 n university drive suite 710 plantation Fl (). Status: open. Vertical: health, Sub Vertical: aca_limited. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 6 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 10.0, Required states: nan, Avg Age of current employees: 38 years, Office Hours: 9 AM to 6 PM or 10 AM to 7 PM EST,. Weekly Base: nan, Draw: nan, Commission: $15 per hour base pay as a 1099 Independent Contractor, $10 to $25 per deal, Avg Weekly Income: 1800, Revenue: $150.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/bilingual-licensed-aca-health-insurance-agent-35607, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Coverall Health Group would likely have experience in health and aca_limited verticals, with at least 3 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 9 AM to 6 PM or 10 AM to 7 PM EST,. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 10.0.","(26.1235344, -80.2572312)",26.1235344,-80.2572312
43,Eastern Financial Partners,Debt Relief Specialist,open,debt,debt,sales,"3350 NW 2nd Ave a 2, Boca Raton, FL 33431, USA",in_person,3,6,False,False,False,False,,,42,"Monday to Friday, 10 AM - 7 PM EST",,,$500/week plus potential weekly commissions and bonuses.,"$1,100 ",$75.00 ,https://worxwebsolutions.vincere-digital.io/job/debt-relief-specialist-35649,0,1,1,,Boca Raton,"Debt Relief Specialist at Eastern Financial Partners, located at 3350 NW 2nd Ave a 2, Boca Raton, FL 33431, USA (). Status: open. Vertical: debt, Sub Vertical: debt. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 6 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 42 years, Office Hours: Monday to Friday, 10 AM - 7 PM EST. Weekly Base: nan, Draw: nan, Commission: $500/week plus potential weekly commissions and bonuses., Avg Weekly Income: $1,10 Revenue: $75.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/debt-relief-specialist-35649, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Debt Relief Specialist at Eastern Financial Partners would likely have experience in debt and debt verticals, with at least 3 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Monday to Friday, 10 AM - 7 PM EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.380934, -80.085448)",26.380934,-80.085448
44,Fusion Health Affiliates ,Licensed Experienced ACA Insurance Agent,on_hold,health,aca,sales,"350 Camino Gardens Blvd #105, Boca Raton, FL 33432, USA",in_person,3,12,True,True,False,False,10.0,"FL, TX, GA, AL, MS",31,"Monday to Friday, 9 AM to 6 PM EST",,,$10 to $30 per deal depending on volume and CPA,2200,$100.00 ,,0,1,1,,Boca Raton,"Licensed Experienced ACA Insurance Agent at Fusion Health Affiliate located at 350 Camino Gardens Blvd #105, Boca Raton, FL 33432, USA (). Status: on_hold. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 12 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 10.0, Required states: FL, TX, GA, AL, MS, Avg Age of current employees: 31 years, Office Hours: Monday to Friday, 9 AM to 6 PM EST. Weekly Base: nan, Draw: nan, Commission: $10 to $30 per deal depending on volume and CPA, Avg Weekly Income: 2200, Revenue: $100.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed Experienced ACA Insurance Agent at Fusion Health Affiliates  would likely have experience in health and aca verticals, with at least 3 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Monday to Friday, 9 AM to 6 PM EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 10.0.","(26.3407622, -80.0931873)",26.3407622,-80.0931873
45,ACA Health Insurance Agency,Licensed ACA Health Insurance Agent,closed,health,aca,sales,"500 Fairway Dr #106, Deerfield Beach, FL 33441, USA",in_person,12,12,True,True,True,True,10.0,,38,"Monday to Friday, 10 AM - 6 PM  EST",,,,2000,$150.00 ,,0,1,1,,Deerfield Beach,"Licensed ACA Health Insurance Agent at ACA Health Insurance Agency, located at 500 Fairway Dr #106, Deerfield Beach, FL 33441, USA (). Status: closed. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 12 months, Min Experience in selling in specified vertical: 12 months. FFM: True, License: True, Health Sherpa: True. TLD Experience: True, States: 10.0, Required states: nan, Avg Age of current employees: 38 years, Office Hours: Monday to Friday, 10 AM - 6 PM EST. Weekly Base: nan, Draw: nan, Commission: nan, Avg Weekly Income: 2000, Revenue: $150.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at ACA Health Insurance Agency would likely have experience in health and aca verticals, with at least 12 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Monday to Friday, 10 AM - 6 PM  EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 10.0.","(26.3245273, -80.1147222)",26.3245273,-80.1147222
46,Benefits Now,Remote Licensed ACA Health Insurance Agent,open,health,aca,sales,,remote,24,12,True,True,True,True,10.0,,35, 8AM to 5PM CST,$0.00 ,$0.00 ,$22-$30 per member depending on amount of deals,2400,$125.00 ,,0,1,1,,,"Remote Licensed ACA Health Insurance Agent at Benefits Now, located at nan (). Status: open. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: remote. Min High Pressure Phone Sales Experience: 24 months, Min Experience in selling in specified vertical: 12 months. FFM: True, License: True, Health Sherpa: True. TLD Experience: True, States: 10.0, Required states: nan, Avg Age of current employees: 35 years, Office Hours: 8AM to 5PM CST. Weekly Base: $0.0 Draw: $0.0 Commission: $22-$30 per member depending on amount of deals, Avg Weekly Income: 2400, Revenue: $125.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Remote Licensed ACA Health Insurance Agent at Benefits Now would likely have experience in health and aca verticals, with at least 24 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in remote setting with office hours from  8AM to 5PM CST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 10.0.","(None, None)",,
47,Top Tier Moving,Chief Technology Officer,closed,moving,long_distnace_moving_brokerage,sales,"1712 S Dixie Hwy #2nd, Lake Worth Beach, FL 33460, USA",in_person,12,12,False,False,False,False,,,33, Monday - Friday 9am-6pm EST,"$2,000.00 ",,,2000,$200.00 ,,0,1,1,,Lake Worth Beach,"Chief Technology Officer at Top Tier Moving, located at 1712 S Dixie Hwy #2nd, Lake Worth Beach, FL 33460, USA (). Status: closed. Vertical: moving, Sub Vertical: long_distnace_moving_brokerage. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 12 months, Min Experience in selling in specified vertical: 12 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 33 years, Office Hours: Monday - Friday 9am-6pm EST. Weekly Base: $2,000.0 Draw: nan, Commission: nan, Avg Weekly Income: 2000, Revenue: $200.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Chief Technology Officer at Top Tier Moving would likely have experience in moving and long_distnace_moving_brokerage verticals, with at least 12 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from  Monday - Friday 9am-6pm EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.613462, -80.057435)",26.613462,-80.057435
48,Synergy,Health Insurance Sales Fronter,open,health,aca,sales,"350 Camino Gardens Blvd #201, Boca Raton, FL 33432, USA",in_person,3,3,False,False,False,False,,,31,Full Time,$600.00 ,,,1000,$100.00 ,https://worxwebsolutions.vincere-digital.io/job/health-insurance-sales-fronter-35652,0,1,1,,Boca Raton,"Health Insurance Sales Fronter at Synergy, located at 350 Camino Gardens Blvd #201, Boca Raton, FL 33432, USA (). Status: open. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 3 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 31 years, Office Hours: Full Time. Weekly Base: $600.0 Draw: nan, Commission: nan, Avg Weekly Income: 1000, Revenue: $100.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/health-insurance-sales-fronter-35652, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Health Insurance Sales Fronter at Synergy would likely have experience in health and aca verticals, with at least 3 months of high pressure phone sales experience and 3 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Full Time. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.3407622, -80.0931873)",26.3407622,-80.0931873
49,Clarity,Sales Representative,open,mca,mca,sales,"150 SE 2nd Ave STE 1403, Miami, FL 33131, USA",in_person,3,0,False,False,False,False,,,27,9 AM to 6 PM EST,$250.00 ,, splits ranging from 25-40% based on production volume,1000,$75.00 ,https://worxwebsolutions.vincere-digital.io/job/sales-representative-35612,0,1,1,,Miami,"Sales Representative at Clarity, located at 150 SE 2nd Ave STE 1403, Miami, FL 33131, USA (). Status: open. Vertical: mca, Sub Vertical: mca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 27 years, Office Hours: 9 AM to 6 PM EST. Weekly Base: $250.0 Draw: nan, Commission: splits ranging from 25-40% based on production volume, Avg Weekly Income: 1000, Revenue: $75.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/sales-representative-35612, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Sales Representative at Clarity would likely have experience in mca and mca verticals, with at least 3 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 9 AM to 6 PM EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(25.7729229, -80.19041)",25.7729229,-80.19041
50,Supreme,Licensed Health Insurance Agent,open,health,limited_med,sales,"5455 N Federal Hwy Suite L , Boca Raton, FL 33487, USA ",in_person,3,3,False,False,False,False,,,28,10am-7pm M-F EST,$0.00 ,$400-$500,,2000,$100.00 ,https://worxwebsolutions.vincere-digital.io/job/licensed-health-insurance-agent-35611,0,1,1,,Boca Raton,"Licensed Health Insurance Agent at Supreme, located at 5455 N Federal Hwy Suite  Boca Raton, FL 33487, USA (). Status: open. Vertical: health, Sub Vertical: limited_med. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 3 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 28 years, Office Hours: 10am-7pm M-F EST. Weekly Base: $0.0 Draw: $400-$500, Commission: nan, Avg Weekly Income: 2000, Revenue: $100.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/licensed-health-insurance-agent-35611, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed Health Insurance Agent at Supreme would likely have experience in health and limited_med verticals, with at least 3 months of high pressure phone sales experience and 3 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 10am-7pm M-F EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.404666, -80.076247)",26.404666,-80.076247
51,US Health Advisors,Sales Representative,open,health,limited_med,sales,"560 Village Blvd Suite 250, West Palm Beach, FL 33409, USA",in_person,3,0,False,False,False,False,,,33," Monday to Friday, 8 AM - 1 PM AND 5 PM - 9 PM",$0.00 ,$0.00 ,,1500,$100.00 ,https://worxwebsolutions.vincere-digital.io/job/sales-representative-35609,0,1,1,,West Palm Beach,"Sales Representative at US Health Advisors, located at 560 Village Blvd Suite 250, West Palm Beach, FL 33409, USA (). Status: open. Vertical: health, Sub Vertical: limited_med. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 33 years, Office Hours: Monday to Friday, 8 AM - 1 PM AND 5 PM - 9 PM. Weekly Base: $0.0 Draw: $0.0 Commission: nan, Avg Weekly Income: 1500, Revenue: $100.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/sales-representative-35609, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Sales Representative at US Health Advisors would likely have experience in health and limited_med verticals, with at least 3 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from  Monday to Friday, 8 AM - 1 PM AND 5 PM - 9 PM. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.713344, -80.098247)",26.713344,-80.098247
52,Coverall Health Group,Licensed Bilingual Health Insurance Agent,open,health,aca,sales,261 n university drive suite 710 plantation Fl,in_person,3,3,False,True,False,False,10.0,,38,9AM-6PM and 10AM-7PM  EST,$15/hr base,,$10-$25,1800,$150.00 ,https://worxwebsolutions.vincere-digital.io/job/bilingual-licensed-aca-health-insurance-agent-35607,0,1,1,,,"Licensed Bilingual Health Insurance Agent at Coverall Health Group, located at 261 n university drive suite 710 plantation Fl (). Status: open. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 3 months. FFM: False, License: True, Health Sherpa: False. TLD Experience: False, States: 10.0, Required states: nan, Avg Age of current employees: 38 years, Office Hours: 9AM-6PM and 10AM-7PM EST. Weekly Base: $15/hr base, Draw: nan, Commission: $10-$25, Avg Weekly Income: 1800, Revenue: $150.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/bilingual-licensed-aca-health-insurance-agent-35607, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed Bilingual Health Insurance Agent at Coverall Health Group would likely have experience in health and aca verticals, with at least 3 months of high pressure phone sales experience and 3 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 9AM-6PM and 10AM-7PM  EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 10.0.","(26.1235344, -80.2572312)",26.1235344,-80.2572312
53,Brightup Services,Licensed ACA Health Insurance Agent,open,health,aca,sales,,remote,3,3,True,True,False,False,10.0,,38,Monday-Friday 10AM-5PM  EST,$720.00 ,,$10-$25,2400,$150.00 ,https://worxwebsolutions.vincere-digital.io/job/licensed-aca-health-insurance-agent-35605,0,1,1,,,"Licensed ACA Health Insurance Agent at Brightup Services, located at nan (). Status: open. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: remote. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 3 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 10.0, Required states: nan, Avg Age of current employees: 38 years, Office Hours: Monday-Friday 10AM-5PM EST. Weekly Base: $720.0 Draw: nan, Commission: $10-$25, Avg Weekly Income: 2400, Revenue: $150.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/licensed-aca-health-insurance-agent-35605, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Brightup Services would likely have experience in health and aca verticals, with at least 3 months of high pressure phone sales experience and 3 months of experience in selling in the specified vertical. The role requires working in remote setting with office hours from Monday-Friday 10AM-5PM  EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 10.0.","(None, None)",,
54,Prime Line Van Lines,Experienced Moving Broker Sales Representative,open,moving,long_distnace_moving_brokerage,sales,"3411 NW 9th Ave Suite 704, Fort Lauderdale, FL 33309, USA",in_person,3,6,False,False,False,False,,,33," Monday to Thursday: 4 PM - 11 PM EST, Saturday: 2 PM - 10 PM, Sunday: 12 PM - 8 PM", $300 to $500,,15%-30% depending on binder amount,2300,$150.00 ,https://worxwebsolutions.vincere-digital.io/job/experienced-moving-brokerage-sales-representative-35603,0,1,1,,Fort Lauderdale,"Experienced Moving Broker Sales Representative at Prime Line Van Lines, located at 3411 NW 9th Ave Suite 704, Fort Lauderdale, FL 33309, USA (). Status: open. Vertical: moving, Sub Vertical: long_distnace_moving_brokerage. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 6 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 33 years, Office Hours: Monday to Thursday: 4 PM - 11 PM EST, Saturday: 2 PM - 10 PM, Sunday: 12 PM - 8 PM. Weekly Base: $300 to $500, Draw: nan, Commission: 15%-30% depending on binder amount, Avg Weekly Income: 2300, Revenue: $150.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/experienced-moving-brokerage-sales-representative-35603, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Experienced Moving Broker Sales Representative at Prime Line Van Lines would likely have experience in moving and long_distnace_moving_brokerage verticals, with at least 3 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from  Monday to Thursday: 4 PM - 11 PM EST, Saturday: 2 PM - 10 PM, Sunday: 12 PM - 8 PM. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.2029139, -80.1558449)",26.2029139,-80.1558449
55,Monumental Health Solutions LLC,Licensed ACA Health Insurance Agent,on_hold,health,aca,sales,"2700 W Cypress Creek Rd d117, Fort Lauderdale, FL 33309, USA",in_person,3,3,True,True,False,False,1.0,,30,Monday-Friday 9AM-6PM  EST,$500.00 ,, based on performance,2000,$150.00 ,,0,1,1,,Fort Lauderdale,"Licensed ACA Health Insurance Agent at Monumental Health Solutions LLC, located at 2700 W Cypress Creek Rd d117, Fort Lauderdale, FL 33309, USA (). Status: on_hold. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 3 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 1.0, Required states: nan, Avg Age of current employees: 30 years, Office Hours: Monday-Friday 9AM-6PM EST. Weekly Base: $500.0 Draw: nan, Commission: based on performance, Avg Weekly Income: 2000, Revenue: $150.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Monumental Health Solutions LLC would likely have experience in health and aca verticals, with at least 3 months of high pressure phone sales experience and 3 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Monday-Friday 9AM-6PM  EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 1.0.","(26.202617, -80.180869)",26.202617,-80.180869
